d3mIndex,image,bounding_box
137,2016-11-12__14-26-42-278.jpg,"1362,2890,1362,3219,1827,3219,1827,2890"
137,2016-11-12__14-26-42-278.jpg,"1027,2223,1027,2687,1427,2687,1427,2223"
137,2016-11-12__14-26-42-278.jpg,"1030,1873,1030,2308,1398,2308,1398,1873"
137,2016-11-12__14-26-42-278.jpg,"952,655,952,1412,1527,1412,1527,655"
137,2016-11-12__14-26-42-278.jpg,"37,2612,37,2712,187,2712,187,2612"
138,2016-11-13__10-33-18-172.jpg,"1852,151,1852,348,2177,348,2177,151"
138,2016-11-13__10-33-18-172.jpg,"605,605,605,862,887,862,887,605"
138,2016-11-13__10-33-18-172.jpg,"2,1776,2,2015,209,2015,209,1776"
138,2016-11-13__10-33-18-172.jpg,"202,1344,202,1762,502,1762,502,1344"
138,2016-11-13__10-33-18-172.jpg,"130,2883,130,3273,434,3273,434,2883"
138,2016-11-13__10-33-18-172.jpg,"569,3187,569,3287,784,3287,784,3187"
138,2016-11-13__10-33-18-172.jpg,"1134,1187,1134,1533,1598,1533,1598,1187"
138,2016-11-13__10-33-18-172.jpg,"1959,1805,1959,1980,2105,1980,2105,1805"
138,2016-11-13__10-33-18-172.jpg,"1687,2908,1687,3155,1859,3155,1859,2908"
138,2016-11-13__10-33-18-172.jpg,"1866,2783,1866,3008,2016,3008,2016,2783"
138,2016-11-13__10-33-18-172.jpg,"2162,2594,2162,2755,2330,2755,2330,2594"
138,2016-11-13__10-33-18-172.jpg,"2302,1980,2302,2205,2472,2205,2472,1980"
138,2016-11-13__10-33-18-172.jpg,"1605,1744,1605,1901,1837,1901,1837,1744"
139,2016-11-13__10-33-55-759.jpg,"423,1008,423,1305,712,1305,712,1008"
139,2016-11-13__10-33-55-759.jpg,"748,1323,748,1530,884,1530,884,1323"
139,2016-11-13__10-33-55-759.jpg,"377,2373,377,2887,666,2887,666,2373"
139,2016-11-13__10-33-55-759.jpg,"274,1,274,98,394,98,394,1"
139,2016-11-13__10-33-55-759.jpg,"1605,1312,1605,1658,1977,1658,1977,1312"
139,2016-11-13__10-33-55-759.jpg,"1469,923,1469,1137,1727,1137,1727,923"
139,2016-11-13__10-33-55-759.jpg,"1709,1865,1709,2187,2030,2187,2030,1865"
139,2016-11-13__10-33-55-759.jpg,"1866,2201,1866,2583,2166,2583,2166,2201"
139,2016-11-13__10-33-55-759.jpg,"1827,2601,1827,2812,1977,2812,1977,2601"
139,2016-11-13__10-33-55-759.jpg,"2023,2705,2023,2919,2252,2919,2252,2705"
139,2016-11-13__10-33-55-759.jpg,"2155,3044,2155,3294,2359,3294,2359,3044"
139,2016-11-13__10-33-55-759.jpg,"2384,2658,2384,2833,2469,2833,2469,2658"
140,2016-11-13__10-34-08-345.jpg,"823,412,823,683,1102,683,1102,412"
140,2016-11-13__10-34-08-345.jpg,"412,951,412,1305,852,1305,852,951"
140,2016-11-13__10-34-08-345.jpg,"12,2044,12,2226,144,2226,144,2044"
140,2016-11-13__10-34-08-345.jpg,"12,2780,12,2930,119,2930,119,2780"
140,2016-11-13__10-34-08-345.jpg,"127,2712,127,2869,237,2869,237,2712"
140,2016-11-13__10-34-08-345.jpg,"141,3001,141,3198,262,3198,262,3001"
140,2016-11-13__10-34-08-345.jpg,"252,2165,252,2630,641,2630,641,2165"
140,2016-11-13__10-34-08-345.jpg,"1787,2369,1787,2873,2073,2873,2073,2369"
140,2016-11-13__10-34-08-345.jpg,"1944,973,1944,1290,2337,1290,2337,973"
140,2016-11-13__10-34-08-345.jpg,"2087,1301,2087,1530,2259,1530,2259,1301"
140,2016-11-13__10-34-08-345.jpg,"1965,1,1965,101,2091,101,2091,1"
141,2016-11-13__10-34-20-845.jpg,"230,748,230,1476,891,1476,891,748"
141,2016-11-13__10-34-20-845.jpg,"1037,1194,1037,1380,1205,1380,1205,1194"
141,2016-11-13__10-34-20-845.jpg,"798,1526,798,1615,962,1615,962,1526"
141,2016-11-13__10-34-20-845.jpg,"2009,954,2009,1298,2472,1298,2472,954"
141,2016-11-13__10-34-20-845.jpg,"1741,2151,1741,2651,2055,2651,2055,2151"
141,2016-11-13__10-34-20-845.jpg,"1144,2055,1144,2230,1262,2230,1262,2055"
141,2016-11-13__10-34-20-845.jpg,"627,2944,627,3062,816,3062,816,2944"
141,2016-11-13__10-34-20-845.jpg,"873,2523,873,2626,984,2626,984,2523"
141,2016-11-13__10-34-20-845.jpg,"1073,2790,1073,2933,1184,2933,1184,2790"
141,2016-11-13__10-34-20-845.jpg,"1230,2723,1230,2873,1366,2873,1366,2723"
141,2016-11-13__10-34-20-845.jpg,"955,3062,955,3287,1066,3287,1066,3062"
141,2016-11-13__10-34-20-845.jpg,"1302,2990,1302,3205,1437,3205,1437,2990"
142,2016-11-13__16-17-59-623.jpg,"1391,1,1391,476,1705,476,1705,1"
142,2016-11-13__16-17-59-623.jpg,"1459,3130,1459,3296,1675,3296,1675,3130"
142,2016-11-13__16-17-59-623.jpg,"1766,3173,1766,3296,1899,3296,1899,3173"
143,2016-11-14__08-18-24-038.jpg,"1994,1123,1994,1405,2269,1405,2269,1123"
143,2016-11-14__08-18-24-038.jpg,"927,12,927,251,1098,251,1098,12"
143,2016-11-14__08-18-24-038.jpg,"1241,55,1241,290,1394,290,1394,55"
143,2016-11-14__08-18-24-038.jpg,"1448,412,1448,548,1723,548,1723,412"
143,2016-11-14__08-18-24-038.jpg,"1034,455,1034,601,1177,601,1177,455"
143,2016-11-14__08-18-24-038.jpg,"669,362,669,562,884,562,884,362"
143,2016-11-14__08-18-24-038.jpg,"1073,769,1073,933,1234,933,1234,769"
143,2016-11-14__08-18-24-038.jpg,"748,1094,748,1287,962,1287,962,1094"
143,2016-11-14__08-18-24-038.jpg,"1255,1076,1255,1233,1398,1233,1398,1076"
143,2016-11-14__08-18-24-038.jpg,"1191,1240,1191,1358,1330,1358,1330,1240"
143,2016-11-14__08-18-24-038.jpg,"1441,1176,1441,1319,1619,1319,1619,1176"
143,2016-11-14__08-18-24-038.jpg,"677,1619,677,1758,898,1758,898,1619"
143,2016-11-14__08-18-24-038.jpg,"1084,1576,1084,1730,1241,1730,1241,1576"
143,2016-11-14__08-18-24-038.jpg,"1316,1673,1316,1823,1505,1823,1505,1673"
143,2016-11-14__08-18-24-038.jpg,"680,1840,680,1962,869,1962,869,1840"
143,2016-11-14__08-18-24-038.jpg,"1005,1805,1005,1980,1152,1980,1152,1805"
143,2016-11-14__08-18-24-038.jpg,"844,2105,844,2244,1055,2244,1055,2105"
143,2016-11-14__08-18-24-038.jpg,"1216,2065,1216,2248,1402,2248,1402,2065"
143,2016-11-14__08-18-24-038.jpg,"1055,2351,1055,2537,1212,2537,1212,2351"
143,2016-11-14__08-18-24-038.jpg,"762,2630,762,2908,1087,2908,1087,2630"
143,2016-11-14__08-18-24-038.jpg,"1066,3008,1066,3255,1234,3255,1234,3008"
143,2016-11-14__08-18-24-038.jpg,"1191,2558,1191,2751,1373,2751,1373,2558"
143,2016-11-14__08-18-24-038.jpg,"1452,2537,1452,2698,1666,2698,1666,2537"
143,2016-11-14__08-18-24-038.jpg,"1,2173,1,2481,162,2481,162,2173"
144,2016-11-14__09-18-23-261.jpg,"1066,230,1066,383,1194,383,1194,230"
144,2016-11-14__09-18-23-261.jpg,"873,326,873,565,1084,565,1084,326"
144,2016-11-14__09-18-23-261.jpg,"1048,601,1048,751,1162,751,1162,601"
144,2016-11-14__09-18-23-261.jpg,"1209,494,1209,665,1334,665,1334,494"
144,2016-11-14__09-18-23-261.jpg,"1330,576,1330,719,1469,719,1469,576"
144,2016-11-14__09-18-23-261.jpg,"1305,1269,1305,1398,1537,1398,1537,1269"
144,2016-11-14__09-18-23-261.jpg,"1059,1483,1059,1637,1202,1637,1202,1483"
144,2016-11-14__09-18-23-261.jpg,"1109,2148,1109,2226,1191,2226,1191,2148"
144,2016-11-14__09-18-23-261.jpg,"984,2294,984,2401,1105,2401,1105,2294"
144,2016-11-14__09-18-23-261.jpg,"1059,2455,1059,2551,1148,2551,1148,2455"
144,2016-11-14__09-18-23-261.jpg,"1344,2469,1344,2626,1491,2626,1491,2469"
144,2016-11-14__09-18-23-261.jpg,"1541,2408,1541,2537,1694,2537,1694,2408"
144,2016-11-14__09-18-23-261.jpg,"969,3058,969,3190,1069,3190,1069,3058"
144,2016-11-14__09-18-23-261.jpg,"1,2098,1,2201,48,2201,48,2098"
144,2016-11-14__09-18-23-261.jpg,"5,1598,5,1783,152,1783,152,1598"
145,2016-11-14__18-39-36-720.jpg,"512,126,512,305,680,305,680,126"
145,2016-11-14__18-39-36-720.jpg,"634,87,634,244,794,244,794,87"
145,2016-11-14__18-39-36-720.jpg,"969,80,969,215,1102,215,1102,80"
145,2016-11-14__18-39-36-720.jpg,"848,365,848,498,962,498,962,365"
145,2016-11-14__18-39-36-720.jpg,"841,851,841,983,948,983,948,851"
145,2016-11-14__18-39-36-720.jpg,"694,855,694,1015,830,1015,830,855"
145,2016-11-14__18-39-36-720.jpg,"212,1569,212,1701,391,1701,391,1569"
145,2016-11-14__18-39-36-720.jpg,"577,1405,577,1612,730,1612,730,1405"
145,2016-11-14__18-39-36-720.jpg,"802,1319,802,1458,898,1458,898,1319"
145,2016-11-14__18-39-36-720.jpg,"737,2037,737,2148,894,2148,894,2037"
145,2016-11-14__18-39-36-720.jpg,"755,1833,755,2040,909,2040,909,1833"
145,2016-11-14__18-39-36-720.jpg,"630,2230,630,2351,777,2351,777,2230"
145,2016-11-14__18-39-36-720.jpg,"169,2723,169,2901,380,2901,380,2723"
145,2016-11-14__18-39-36-720.jpg,"494,2808,494,2958,655,2958,655,2808"
145,2016-11-14__18-39-36-720.jpg,"794,2683,794,2815,887,2815,887,2683"
145,2016-11-14__18-39-36-720.jpg,"687,2901,687,3033,777,3033,777,2901"
145,2016-11-14__18-39-36-720.jpg,"802,2948,802,3112,923,3112,923,2948"
145,2016-11-14__18-39-36-720.jpg,"730,3130,730,3283,930,3283,930,3130"
145,2016-11-14__18-39-36-720.jpg,"1102,2937,1102,3212,1262,3212,1262,2937"
145,2016-11-14__18-39-36-720.jpg,"384,3219,384,3294,573,3294,573,3219"
145,2016-11-14__18-39-36-720.jpg,"1252,1440,1252,1548,1359,1548,1359,1440"
145,2016-11-14__18-39-36-720.jpg,"2284,623,2284,819,2405,819,2405,623"
145,2016-11-14__18-39-36-720.jpg,"2255,987,2255,1194,2448,1194,2448,987"
145,2016-11-14__18-39-36-720.jpg,"2062,1201,2062,1519,2269,1519,2269,1201"
145,2016-11-14__18-39-36-720.jpg,"2277,1776,2277,2047,2466,2047,2466,1776"
145,2016-11-14__18-39-36-720.jpg,"2191,2140,2191,2440,2466,2440,2466,2140"
145,2016-11-14__18-39-36-720.jpg,"1987,2926,1987,3280,2334,3280,2334,2926"
146,2016-11-15__08-02-34-632.jpg,"1,240,1,551,134,551,134,240"
146,2016-11-15__08-02-34-632.jpg,"1,945,1,1230,162,1230,162,945"
146,2016-11-15__08-02-34-632.jpg,"1,1487,1,1848,84,1848,84,1487"
146,2016-11-15__08-02-34-632.jpg,"1,2803,1,3105,169,3105,169,2803"
146,2016-11-15__08-02-34-632.jpg,"712,730,712,994,955,994,955,730"
146,2016-11-15__08-02-34-632.jpg,"966,1,966,98,1194,98,1194,1"
146,2016-11-15__08-02-34-632.jpg,"959,183,959,476,1277,476,1277,183"
146,2016-11-15__08-02-34-632.jpg,"1712,223,1712,630,2080,630,2080,223"
146,2016-11-15__08-02-34-632.jpg,"1409,33,1409,362,1698,362,1698,33"
146,2016-11-15__08-02-34-632.jpg,"1237,623,1237,833,1427,833,1427,623"
146,2016-11-15__08-02-34-632.jpg,"1298,890,1298,1133,1552,1133,1552,890"
146,2016-11-15__08-02-34-632.jpg,"1448,658,1448,998,1741,998,1741,658"
146,2016-11-15__08-02-34-632.jpg,"1134,1158,1134,1433,1384,1433,1384,1158"
146,2016-11-15__08-02-34-632.jpg,"1709,1065,1709,1323,1987,1323,1987,1065"
146,2016-11-15__08-02-34-632.jpg,"959,1469,959,1773,1366,1773,1366,1469"
146,2016-11-15__08-02-34-632.jpg,"1684,1819,1684,2115,1973,2115,1973,1819"
146,2016-11-15__08-02-34-632.jpg,"1280,1787,1280,2148,1594,2148,1594,1787"
146,2016-11-15__08-02-34-632.jpg,"1473,2008,1473,2430,1794,2430,1794,2008"
146,2016-11-15__08-02-34-632.jpg,"1669,2605,1669,2998,2048,2998,2048,2605"
146,2016-11-15__08-02-34-632.jpg,"1209,2673,1209,2994,1527,2994,1527,2673"
146,2016-11-15__08-02-34-632.jpg,"1044,2355,1044,2630,1337,2630,1337,2355"
146,2016-11-15__08-02-34-632.jpg,"819,2390,819,2758,1062,2758,1062,2390"
146,2016-11-15__08-02-34-632.jpg,"1048,3033,1048,3296,1458,3296,1458,3033"
146,2016-11-15__08-02-34-632.jpg,"734,3012,734,3296,1081,3296,1081,3012"
147,2016-11-15__09-29-44-339.jpg,"391,476,391,580,752,580,752,476"
147,2016-11-15__09-29-44-339.jpg,"780,865,780,1019,952,1019,952,865"
147,2016-11-15__09-29-44-339.jpg,"341,1115,341,1244,530,1244,530,1115"
147,2016-11-15__09-29-44-339.jpg,"566,1326,566,1430,680,1430,680,1326"
147,2016-11-15__09-29-44-339.jpg,"680,1515,680,1608,780,1608,780,1515"
147,2016-11-15__09-29-44-339.jpg,"437,1630,437,1744,594,1744,594,1630"
147,2016-11-15__09-29-44-339.jpg,"652,1751,652,1905,759,1905,759,1751"
147,2016-11-15__09-29-44-339.jpg,"441,1958,441,2108,609,2108,609,1958"
147,2016-11-15__09-29-44-339.jpg,"552,2230,552,2487,948,2487,948,2230"
147,2016-11-15__09-29-44-339.jpg,"566,2519,566,2626,684,2626,684,2519"
147,2016-11-15__09-29-44-339.jpg,"619,2769,619,2926,741,2926,741,2769"
147,2016-11-15__09-29-44-339.jpg,"480,3005,480,3105,598,3105,598,3005"
147,2016-11-15__09-29-44-339.jpg,"866,3219,866,3296,1009,3296,1009,3219"
147,2016-11-15__09-29-44-339.jpg,"1912,148,1912,276,1998,276,1998,148"
147,2016-11-15__09-29-44-339.jpg,"2319,476,2319,601,2427,601,2427,476"
147,2016-11-15__09-29-44-339.jpg,"2091,383,2091,537,2230,537,2230,383"
147,2016-11-15__09-29-44-339.jpg,"2087,708,2087,869,2223,869,2223,708"
147,2016-11-15__09-29-44-339.jpg,"2098,851,2098,1076,2459,1076,2459,851"
147,2016-11-15__09-29-44-339.jpg,"1952,1237,1952,1369,2062,1369,2062,1237"
147,2016-11-15__09-29-44-339.jpg,"1887,1855,1887,1969,1998,1969,1998,1855"
147,2016-11-15__09-29-44-339.jpg,"2027,1990,2027,2108,2109,2108,2109,1990"
147,2016-11-15__09-29-44-339.jpg,"1819,2662,1819,2769,1934,2769,1934,2662"
147,2016-11-15__09-29-44-339.jpg,"1298,3105,1298,3287,1691,3287,1691,3105"
147,2016-11-15__09-29-44-339.jpg,"2062,2773,2062,2880,2177,2880,2177,2773"
147,2016-11-15__09-29-44-339.jpg,"2227,2605,2227,2705,2316,2705,2316,2605"
147,2016-11-15__09-29-44-339.jpg,"2087,2262,2087,2380,2202,2380,2202,2262"
147,2016-11-15__09-29-44-339.jpg,"2048,1358,2048,1451,2141,1451,2141,1358"
147,2016-11-15__09-29-44-339.jpg,"2198,1180,2198,1353,2472,1353,2472,1180"
147,2016-11-15__09-29-44-339.jpg,"2080,1392,2080,1765,2472,1765,2472,1392"
147,2016-11-15__09-29-44-339.jpg,"2234,2871,2234,3169,2472,3169,2472,2871"
147,2016-11-15__09-29-44-339.jpg,"2230,3144,2230,3244,2337,3244,2337,3144"
148,2016-11-15__21-03-45-230.jpg,"262,1,262,105,462,105,462,1"
148,2016-11-15__21-03-45-230.jpg,"873,5,873,265,1066,265,1066,5"
148,2016-11-15__21-03-45-230.jpg,"1166,158,1166,419,1391,419,1391,158"
148,2016-11-15__21-03-45-230.jpg,"673,276,673,551,952,551,952,276"
148,2016-11-15__21-03-45-230.jpg,"962,537,962,808,1144,808,1144,537"
148,2016-11-15__21-03-45-230.jpg,"1259,855,1259,1012,1394,1012,1394,855"
148,2016-11-15__21-03-45-230.jpg,"373,862,373,990,530,990,530,862"
148,2016-11-15__21-03-45-230.jpg,"630,1055,630,1319,837,1319,837,1055"
148,2016-11-15__21-03-45-230.jpg,"437,1448,437,1669,712,1669,712,1448"
148,2016-11-15__21-03-45-230.jpg,"759,1519,759,1751,927,1751,927,1519"
148,2016-11-15__21-03-45-230.jpg,"923,1176,923,1548,1223,1548,1223,1176"
148,2016-11-15__21-03-45-230.jpg,"927,933,927,1069,1037,1069,1037,933"
148,2016-11-15__21-03-45-230.jpg,"848,2140,848,2305,1016,2305,1016,2140"
148,2016-11-15__21-03-45-230.jpg,"1059,2030,1059,2212,1280,2212,1280,2030"
148,2016-11-15__21-03-45-230.jpg,"866,2515,866,2733,1019,2733,1019,2515"
148,2016-11-15__21-03-45-230.jpg,"619,2833,619,3190,884,3190,884,2833"
148,2016-11-15__21-03-45-230.jpg,"884,2976,884,3233,1062,3233,1062,2976"
148,2016-11-15__21-03-45-230.jpg,"1137,2844,1137,3101,1355,3101,1355,2844"
148,2016-11-15__21-03-45-230.jpg,"2209,2133,2209,2526,2466,2526,2466,2133"
148,2016-11-15__21-03-45-230.jpg,"2287,3040,2287,3294,2472,3294,2472,3040"
148,2016-11-15__21-03-45-230.jpg,"2248,163,2248,505,2472,505,2472,163"
149,2016-11-16__08-51-42-626.jpg,"362,5,362,112,484,112,484,5"
149,2016-11-16__08-51-42-626.jpg,"1,3,1,230,166,230,166,3"
149,2016-11-16__08-51-42-626.jpg,"30,223,30,333,141,333,141,223"
149,2016-11-16__08-51-42-626.jpg,"69,658,69,794,209,794,209,658"
149,2016-11-16__08-51-42-626.jpg,"352,740,352,1015,455,1015,455,740"
149,2016-11-16__08-51-42-626.jpg,"1,991,1,1126,84,1126,84,991"
149,2016-11-16__08-51-42-626.jpg,"37,1230,37,1387,119,1387,119,1230"
149,2016-11-16__08-51-42-626.jpg,"137,1408,137,1526,262,1526,262,1408"
149,2016-11-16__08-51-42-626.jpg,"1,1480,1,1637,62,1637,62,1480"
149,2016-11-16__08-51-42-626.jpg,"373,1740,373,1837,494,1837,494,1740"
149,2016-11-16__08-51-42-626.jpg,"1,1937,1,2049,98,2049,98,1937"
149,2016-11-16__08-51-42-626.jpg,"1,2126,1,2238,105,2238,105,2126"
149,2016-11-16__08-51-42-626.jpg,"112,2140,112,2262,212,2262,212,2140"
149,2016-11-16__08-51-42-626.jpg,"5,2290,5,2383,134,2383,134,2290"
149,2016-11-16__08-51-42-626.jpg,"587,2330,587,2437,823,2437,823,2330"
149,2016-11-16__08-51-42-626.jpg,"162,2530,162,2637,252,2637,252,2530"
149,2016-11-16__08-51-42-626.jpg,"1,2776,1,2910,102,2910,102,2776"
149,2016-11-16__08-51-42-626.jpg,"119,2883,119,3015,209,3015,209,2883"
149,2016-11-16__08-51-42-626.jpg,"187,3019,187,3258,309,3258,309,3019"
149,2016-11-16__08-51-42-626.jpg,"1094,183,1094,369,1269,369,1269,183"
149,2016-11-16__08-51-42-626.jpg,"1509,1,1509,169,1602,169,1602,1"
149,2016-11-16__08-51-42-626.jpg,"1659,140,1659,273,1762,273,1762,140"
149,2016-11-16__08-51-42-626.jpg,"1566,487,1566,615,1659,615,1659,487"
149,2016-11-16__08-51-42-626.jpg,"1684,401,1684,537,1823,537,1823,401"
149,2016-11-16__08-51-42-626.jpg,"1723,565,1723,648,1816,648,1816,565"
149,2016-11-16__08-51-42-626.jpg,"1884,501,1884,655,2005,655,2005,501"
149,2016-11-16__08-51-42-626.jpg,"1602,851,1602,965,1712,965,1712,851"
149,2016-11-16__08-51-42-626.jpg,"1609,1019,1609,1151,1730,1151,1730,1019"
149,2016-11-16__08-51-42-626.jpg,"1512,1201,1512,1283,1630,1283,1630,1201"
149,2016-11-16__08-51-42-626.jpg,"1502,1280,1502,1365,1605,1365,1605,1280"
149,2016-11-16__08-51-42-626.jpg,"1419,1455,1419,1548,1523,1548,1523,1455"
149,2016-11-16__08-51-42-626.jpg,"1648,1469,1648,1576,1759,1576,1759,1469"
149,2016-11-16__08-51-42-626.jpg,"2019,1348,2019,1455,2173,1455,2173,1348"
149,2016-11-16__08-51-42-626.jpg,"1594,1744,1594,1844,1684,1844,1684,1744"
149,2016-11-16__08-51-42-626.jpg,"1430,1819,1430,1933,1534,1933,1534,1819"
149,2016-11-16__08-51-42-626.jpg,"1523,1873,1523,1976,1609,1976,1609,1873"
149,2016-11-16__08-51-42-626.jpg,"1566,2076,1566,2169,1652,2169,1652,2076"
149,2016-11-16__08-51-42-626.jpg,"1705,2112,1705,2201,1784,2201,1784,2112"
149,2016-11-16__08-51-42-626.jpg,"1534,2448,1534,2612,1630,2612,1630,2448"
149,2016-11-16__08-51-42-626.jpg,"1455,2587,1455,2698,1562,2698,1562,2587"
149,2016-11-16__08-51-42-626.jpg,"1605,2751,1605,2962,1698,2962,1698,2751"
149,2016-11-16__08-51-42-626.jpg,"1834,3133,1834,3283,2002,3283,2002,3133"
149,2016-11-16__08-51-42-626.jpg,"1655,3187,1655,3296,1756,3296,1756,3187"
149,2016-11-16__08-51-42-626.jpg,"1705,2462,1705,2544,1805,2544,1805,2462"
149,2016-11-16__08-51-42-626.jpg,"1891,2437,1891,2540,2019,2540,2019,2437"
149,2016-11-16__08-51-42-626.jpg,"1894,1473,1894,1590,2052,1590,2052,1473"
150,2016-11-16__10-35-30-685.jpg,"1666,215,1666,423,1877,423,1877,215"
150,2016-11-16__10-35-30-685.jpg,"1502,401,1502,865,1809,865,1809,401"
150,2016-11-16__10-35-30-685.jpg,"1359,1040,1359,1237,1534,1237,1534,1040"
150,2016-11-16__10-35-30-685.jpg,"1594,1508,1594,1673,1777,1673,1777,1508"
150,2016-11-16__10-35-30-685.jpg,"1,128,1,365,130,365,130,128"
150,2016-11-16__10-35-30-685.jpg,"152,437,152,744,473,744,473,437"
150,2016-11-16__10-35-30-685.jpg,"84,876,84,1133,330,1133,330,876"
150,2016-11-16__10-35-30-685.jpg,"1,1249,1,1544,84,1544,84,1249"
150,2016-11-16__10-35-30-685.jpg,"137,1655,137,1890,373,1890,373,1655"
150,2016-11-16__10-35-30-685.jpg,"1191,1787,1191,1951,1359,1951,1359,1787"
150,2016-11-16__10-35-30-685.jpg,"1537,2183,1537,2373,1830,2373,1830,2183"
150,2016-11-16__10-35-30-685.jpg,"1030,2401,1030,2526,1212,2526,1212,2401"
150,2016-11-16__10-35-30-685.jpg,"1380,2462,1380,2623,1541,2623,1541,2462"
150,2016-11-16__10-35-30-685.jpg,"1402,2776,1402,2980,1559,2980,1559,2776"
150,2016-11-16__10-35-30-685.jpg,"1241,3158,1241,3296,1432,3296,1432,3158"
150,2016-11-16__10-35-30-685.jpg,"1569,2951,1569,3162,1809,3162,1809,2951"
150,2016-11-16__10-35-30-685.jpg,"384,2576,384,2712,605,2712,605,2576"
150,2016-11-16__10-35-30-685.jpg,"102,3115,102,3296,257,3296,257,3115"
150,2016-11-16__10-35-30-685.jpg,"1,2426,1,2690,127,2690,127,2426"
150,2016-11-16__10-35-30-685.jpg,"155,2183,155,2340,327,2340,327,2183"
150,2016-11-16__10-35-30-685.jpg,"1,2006,1,2262,137,2262,137,2006"
151,2016-11-16__11-32-25-204.jpg,"459,201,459,544,727,544,727,201"
151,2016-11-16__11-32-25-204.jpg,"709,80,709,183,1027,183,1027,80"
151,2016-11-16__11-32-25-204.jpg,"580,594,580,833,752,833,752,594"
151,2016-11-16__11-32-25-204.jpg,"741,833,741,1012,930,1012,930,833"
151,2016-11-16__11-32-25-204.jpg,"530,869,530,1140,737,1140,737,869"
151,2016-11-16__11-32-25-204.jpg,"412,2026,412,2223,627,2223,627,2026"
151,2016-11-16__11-32-25-204.jpg,"527,2319,527,2530,698,2530,698,2319"
151,2016-11-16__11-32-25-204.jpg,"369,2923,369,3001,530,3001,530,2923"
151,2016-11-16__11-32-25-204.jpg,"584,2733,584,2955,694,2955,694,2733"
151,2016-11-16__11-32-25-204.jpg,"673,2887,673,3040,773,3040,773,2887"
151,2016-11-16__11-32-25-204.jpg,"562,3144,562,3296,803,3296,803,3144"
151,2016-11-16__11-32-25-204.jpg,"1052,1183,1052,1301,1444,1301,1444,1183"
151,2016-11-16__11-32-25-204.jpg,"1069,1333,1069,1515,1537,1515,1537,1333"
151,2016-11-16__11-32-25-204.jpg,"780,1469,780,1587,1073,1587,1073,1469"
151,2016-11-16__11-32-25-204.jpg,"1905,1,1905,73,2150,73,2150,1"
151,2016-11-16__11-32-25-204.jpg,"1819,401,1819,562,1952,562,1952,401"
151,2016-11-16__11-32-25-204.jpg,"2130,123,2130,326,2291,326,2291,123"
151,2016-11-16__11-32-25-204.jpg,"2366,217,2366,398,2472,398,2472,217"
151,2016-11-16__11-32-25-204.jpg,"1855,619,1855,808,2087,808,2087,619"
151,2016-11-16__11-32-25-204.jpg,"2112,544,2112,737,2416,737,2416,544"
151,2016-11-16__11-32-25-204.jpg,"1862,1090,1862,1280,1987,1280,1987,1090"
151,2016-11-16__11-32-25-204.jpg,"2212,894,2212,1151,2405,1151,2405,894"
151,2016-11-16__11-32-25-204.jpg,"2287,1130,2287,1298,2459,1298,2459,1130"
151,2016-11-16__11-32-25-204.jpg,"1809,1598,1809,1794,2012,1794,2012,1598"
151,2016-11-16__11-32-25-204.jpg,"2066,1376,2066,1673,2266,1673,2266,1376"
151,2016-11-16__11-32-25-204.jpg,"2194,1855,2194,2012,2387,2012,2387,1855"
151,2016-11-16__11-32-25-204.jpg,"2034,2087,2034,2237,2184,2237,2184,2087"
151,2016-11-16__11-32-25-204.jpg,"2012,2240,2012,2444,2219,2444,2219,2240"
151,2016-11-16__11-32-25-204.jpg,"2252,2351,2252,2580,2469,2580,2469,2351"
151,2016-11-16__11-32-25-204.jpg,"1691,2665,1691,2944,1930,2944,1930,2665"
151,2016-11-16__11-32-25-204.jpg,"2009,2533,2009,2730,2227,2730,2227,2533"
151,2016-11-16__11-32-25-204.jpg,"2169,2579,2169,2944,2472,2944,2472,2579"
151,2016-11-16__11-32-25-204.jpg,"2062,2905,2062,3048,2162,3048,2162,2905"
152,2016-11-16__15-24-28-151.jpg,"1412,73,1412,237,1648,237,1648,73"
152,2016-11-16__15-24-28-151.jpg,"1180,1,1180,115,1313,115,1313,1"
152,2016-11-16__15-24-28-151.jpg,"1002,198,1002,358,1212,358,1212,198"
152,2016-11-16__15-24-28-151.jpg,"605,98,605,351,834,351,834,98"
152,2016-11-16__15-24-28-151.jpg,"348,230,348,419,519,419,519,230"
152,2016-11-16__15-24-28-151.jpg,"369,5,369,87,494,87,494,5"
152,2016-11-16__15-24-28-151.jpg,"355,633,355,801,523,801,523,633"
152,2016-11-16__15-24-28-151.jpg,"655,569,655,844,884,844,884,569"
152,2016-11-16__15-24-28-151.jpg,"887,512,887,765,1137,765,1137,512"
152,2016-11-16__15-24-28-151.jpg,"773,962,773,1187,1041,1187,1041,962"
152,2016-11-16__15-24-28-151.jpg,"1394,705,1394,976,1623,976,1623,705"
152,2016-11-16__15-24-28-151.jpg,"1269,955,1269,1073,1398,1073,1398,955"
152,2016-11-16__15-24-28-151.jpg,"930,1176,930,1408,1205,1408,1205,1176"
152,2016-11-16__15-24-28-151.jpg,"227,1473,227,1598,480,1598,480,1473"
152,2016-11-16__15-24-28-151.jpg,"723,1580,723,1848,1077,1848,1077,1580"
152,2016-11-16__15-24-28-151.jpg,"991,1405,991,1608,1162,1608,1162,1405"
152,2016-11-16__15-24-28-151.jpg,"473,1965,473,2137,662,2137,662,1965"
152,2016-11-16__15-24-28-151.jpg,"641,2055,641,2198,816,2198,816,2055"
